,index,SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
0,47328,Vacant/Abandoned Building,15-00000034,2015-01-01,Front,,Open,FRONT AND REAR,Vacant,true,false,3331,W,66TH,PL,60629,1155327.70141473,1860334.51051279,15,8,66,41.77255760318904,-87.706167702742,"(41.77255760318904, -87.706167702742)"
1,47342,Vacant/Abandoned Building,15-00014872,2015-01-05,Front,,Open,,Vacant,true,true,1545,W,35TH,ST,60609,1166512.88989975,1881539.55453174,11,9,59,41.83051556698023,-87.66456095545988,"(41.83051556698023, -87.66456095545988)"
2,47390,Vacant/Abandoned Building,15-00019426,2015-01-05,,,,,,,,3114,W,FILLMORE,ST,60612,1155717.61919534,1895207.75417089,24,11,29,41.86824646093783,-87.70380174095493,"(41.86824646093783, -87.70380174095493)"
3,47393,Vacant/Abandoned Building,15-00000728,2015-01-01,Front,,Open,JUST FRONT BACK DOOR AREA LOCKED UP,Vacant,false,true,8536,S,YATES,BLVD,60617,1193650.67441029,1848841.48319405,8,4,46,41.740167064307315,-87.56606362815393,"(41.740167064307315, -87.56606362815393)"
4,47394,Vacant/Abandoned Building,15-00001777,2015-01-01,Rear,,Open,REAR OF HOUSE SHINGLES FALLING OFF,Vacant,false,false,1433,N,LOCKWOOD,AVE,60651,1140764.66900929,1909024.40601078,37,25,25,41.906448858846424,-87.75835780173256,"(41.906448858846424, -87.75835780173256)"
5,47395,Vacant/Abandoned Building,15-00011546,2015-01-03,Front,,Open,BACK DOOR,Vacant,false,true,4853,W,RICE,ST,60651,1143843.96321725,1905215.99376674,37,15,25,41.89594095364359,-87.74714180184003,"(41.89594095364359, -87.74714180184003)"
6,47429,Vacant/Abandoned Building,15-00007593,2015-01-02,Rear,,Open,REA,Vacant,false,false,714,N,LOCKWOOD,AVE,60644,1140897.39650262,1904216.83059151,37,15,25,41.89325386370887,-87.75798867154046,"(41.89325386370887, -87.75798867154046)"
7,47430,Vacant/Abandoned Building,15-00028364,2015-01-07,Front,,Open,,Vacant,false,false,817,E,79TH,ST,60619,1183118.11357401,1852804.99597898,8,6,44,41.75129458084745,-87.60453013742372,"(41.75129458084745, -87.60453013742372)"
8,47453,Vacant/Abandoned Building,15-00025034,2015-01-06,Front,,Open,FRONT,Vacant,false,false,2026,W,CHASE,AVE,60645,1161433.80470783,1948370.32998,49,24,1,42.01401075396827,-87.68133196940192,"(42.01401075396827, -87.68133196940192)"
9,47454,Vacant/Abandoned Building,15-00027886,2015-01-07,,,,,,,,3657,N,LUNA,AVE,60641,1138705.40000798,1923767.94128623,38,16,15,41.94694434820394,-87.76556379608864,"(41.94694434820394, -87.76556379608864)"
10,47458,Vacant/Abandoned Building,15-00009710,2015-01-03,Front,,Open,REAR,Vacant,false,false,7620,S,ABERDEEN,ST,60620,1170303.95141944,1854278.41129405,17,6,71,41.75562609088375,-87.65144481169796,"(41.75562609088375, -87.65144481169796)"
11,47459,Vacant/Abandoned Building,15-00013288,2015-01-04,Front,,Open,?,Vacant,false,false,3547,N,PARIS,AVE,60634,1121114.17501565,1922520.65929392,36,16,17,41.943823198837876,-87.8302525158855,"(41.943823198837876, -87.8302525158855)"
12,47476,Vacant/Abandoned Building,15-00013263,2015-01-04,Front,,Open,OPEN WINDOW LEFT SIDE OF BLDG.,Vacant,false,false,1921,N,RICHMOND,ST,60647,1156510.92638838,1912625.90527016,35,14,22,41.91602747588755,-87.70041765195906,"(41.91602747588755, -87.70041765195906)"
13,47481,Vacant/Abandoned Building,15-00025040,2015-01-06,,,,,,,,3812,N,ELSTON,AVE,60618,1152611.05487875,1925144.71422577,35,17,16,41.95045817036112,-87.71441359302386,"(41.95045817036112, -87.71441359302386)"
14,47482,Vacant/Abandoned Building,15-00028143,2015-01-07,Rear,,Open,,Vacant,false,false,4218,S,WELLS,ST,60609,1175316.78931242,1876977.74759202,3,9,37,41.8178049560913,-87.63239586901544,"(41.8178049560913, -87.63239586901544)"
15,47483,Vacant/Abandoned Building,15-00047665,2015-01-10,Front,,Open,,Vacant,false,false,7931,S,DANTE,AVE,60619,1187229.9700887,1852688.42999924,8,4,45,41.75087814673552,-87.5894660893678,"(41.75087814673552, -87.5894660893678)"
16,47486,Vacant/Abandoned Building,15-00012510,2015-01-04,Front,,Open,REAR DOOR,Vacant,false,true,7311,S,WOLCOTT,AVE,60636,1164952.80512185,1856191.76176699,17,7,67,41.76099130783692,-87.6710015181039,"(41.76099130783692, -87.6710015181039)"
17,47504,Vacant/Abandoned Building,15-00060417,2015-01-13,Front,,Open,,Vacant,false,false,254,W,107TH,ST,60628,1176468.68556677,1833983.36448707,34,5,49,41.69979751472471,-87.62946083477739,"(41.69979751472471, -87.62946083477739)"
18,47505,Vacant/Abandoned Building,15-00028130,2015-01-07,Front,,Open,,Vacant,false,false,4241,S,PRINCETON,AVE,60609,1174997.21337989,1876737.96010006,3,9,37,41.81715410504103,-87.63357532707151,"(41.81715410504103, -87.63357532707151)"
19,47506,Vacant/Abandoned Building,15-00030267,2015-01-07,Front,,Open,,Vacant,false,true,2916,W,POLK,ST,60612,1157053.52019798,1896232.66899967,2,11,27,41.871031943776345,-87.69886955058668,"(41.871031943776345, -87.69886955058668)"
20,47516,Vacant/Abandoned Building,15-00064653,2015-01-13,Front,,Open,,Vacant,true,false,7637,S,UNION,AVE,60620,1172957.04202199,1854231.0730131,17,6,71,41.75543807240973,-87.64172329590637,"(41.75543807240973, -87.64172329590637)"
21,47517,Vacant/Abandoned Building,15-00028059,2015-01-07,Front,,Open,,Vacant,false,false,5354,S,WELLS,ST,60609,1175514.76502771,1869449.73491501,3,9,37,41.79714294389301,-87.6318950188189,"(41.79714294389301, -87.6318950188189)"
22,47518,Vacant/Abandoned Building,15-00029308,2015-01-07,Front,,Boarded,,Vacant,false,false,2051,W,GRACE,ST,,1161905.16989471,1925225.31511962,47,19,5,41.950490088015044,-87.68024690381276,"(41.950490088015044, -87.68024690381276)"
23,47519,Vacant/Abandoned Building,15-00035498,2015-01-08,Front,,Open,THE FRONT,Vacant,true,true,416,E,75TH,ST,60619,1180206.71096882,1855372.61611123,6,3,69,41.75840759130991,-87.61512035710996,"(41.75840759130991, -87.61512035710996)"
24,47520,Vacant/Abandoned Building,15-00037372,2015-01-08,Front,,Open,FRONT,Vacant,false,false,7542,S,SOUTH CHICAGO,AVE,60619,1185992.77578518,1855091.77559862,5,4,69,41.757502423375776,-87.59392401955817,"(41.757502423375776, -87.59392401955817)"
25,47521,Vacant/Abandoned Building,15-00040723,2015-01-09,Front,,Boarded,,Vacant,false,false,2431,N,LINCOLN,AVE,60614,1170283.26057773,1916412.0005826,43,19,7,41.926126665806954,-87.64970823595323,"(41.926126665806954, -87.64970823595323)"
26,47529,Vacant/Abandoned Building,15-00008821,2015-01-03,Front,,Open,FRONT AND REAR ALL THE WINDOWS ARE BROKEN,Vacant,false,true,5219,S,INDIANA,AVE,60615,1178487.62387083,1870347.00009955,3,2,40,41.79953803819829,-87.62096598909855,"(41.79953803819829, -87.62096598909855)"
27,47530,Vacant/Abandoned Building,15-00012939,2015-01-04,Front,,Open,SIDE WINDOWS,Vacant,false,false,8149,S,PRAIRIE,AVE,60619,1179453.47845,1850879.201125,6,6,44,41.746094377194005,-87.61801778307462,"(41.746094377194005, -87.61801778307462)"
28,47531,Vacant/Abandoned Building,15-00020676,2015-01-05,Front,,Open,FRONT WINDOWS,Vacant,false,true,408,E,75TH,ST,60619,1180293.91096882,1855375.61611123,6,3,69,41.75841382544611,-87.61480068741756,"(41.75841382544611, -87.61480068741756)"
29,47532,Vacant/Abandoned Building,15-00022321,2015-01-06,Front,,Open,,Vacant,false,false,4834,S,HALSTED,ST,60609,1171790.45928023,1872635.89999771,3,9,61,41.805968697947115,-87.64545895582434,"(41.805968697947115, -87.64545895582434)"
30,47533,Vacant/Abandoned Building,15-00022887,2015-01-06,Rear,,Open,REAR,Vacant,false,true,7305,S,WABASH,AVE,60619,1177986.96147101,1856595.53143052,6,3,69,41.76181397436271,-87.6232184945046,"(41.76181397436271, -87.6232184945046)"
31,47534,Vacant/Abandoned Building,15-00023280,2015-01-06,Front,,Open,SIDE DOOR WIDE OPEN,Vacant,false,false,8633,S,CALUMET,AVE,60619,1179982.3337084,1847823.53709792,6,6,44,41.73769719807328,-87.61617326949776,"(41.73769719807328, -87.61617326949776)"
32,47535,Vacant/Abandoned Building,15-00023311,2015-01-06,Front,,Open,THE FRONT DOOR,Vacant,false,true,8526,S,ST LAWRENCE,AVE,60619,1181726.65668484,1848587.90890269,6,6,44,41.7397546563363,-87.60975904196557,"(41.7397546563363, -87.60975904196557)"
33,47536,Vacant/Abandoned Building,15-00026391,2015-01-06,Rear,,Open,,Vacant,false,true,6827,S,DANTE,AVE,60637,1187137.73008076,1860014.8607132,5,3,43,41.7709847296926,-87.58957197029115,"(41.7709847296926, -87.58957197029115)"
34,47544,Vacant/Abandoned Building,15-00079138,2015-01-15,Front,,Open,,Vacant,false,false,416,E,75TH,ST,60619,1180206.71096882,1855372.61611123,6,3,69,41.75840759130991,-87.61512035710996,"(41.75840759130991, -87.61512035710996)"
35,47545,Vacant/Abandoned Building,15-00059914,2015-01-13,Front,,Open,,Vacant,false,false,4418,S,SHIELDS,AVE,60609,1174714.52906598,1875568.5192768,3,9,37,41.81395136383426,-87.63464716237318,"(41.81395136383426, -87.63464716237318)"
36,47546,Vacant/Abandoned Building,15-00016375,2015-01-05,Front,,Open,,Vacant,false,false,3054,N,CENTRAL PARK,AVE,60618,1151859.29168121,1920038.06843269,35,25,21,41.93646000752257,-87.71731193447484,"(41.93646000752257, -87.71731193447484)"
37,47566,Vacant/Abandoned Building,15-00005653,2015-01-02,,,Open,WINDOWS,Vacant,false,false,2751,N,CLYBOURN,AVE,60614,1162878.29020412,1918198.10030966,32,19,7,41.931186612266906,-87.67686761685145,"(41.931186612266906, -87.67686761685145)"
38,47572,Vacant/Abandoned Building,15-00101430,2015-01-20,Garage,,Open,,Vacant,true,true,6203,S,ARTESIAN,AVE,60629,1161103.21946913,1863458.22740174,15,8,66,41.78101199170803,-87.68490977523962,"(41.78101199170803, -87.68490977523962)"
39,47573,Vacant/Abandoned Building,15-00101896,2015-01-20,Front,,Boarded,,Vacant,true,false,1400,S,MICHIGAN,AVE,60605,1177444.3761087,1893870.0164796,2,1,33,41.86411070296657,-87.62407958572354,"(41.86411070296657, -87.62407958572354)"
40,47574,Vacant/Abandoned Building,15-00052636,2015-01-12,Front,,Open,,Vacant,true,false,5624,S,HOYNE,AVE,60636,1163321.18191986,1867342.44072139,15,7,67,41.7916245951276,-87.67666947828106,"(41.7916245951276, -87.67666947828106)"
41,47575,Vacant/Abandoned Building,15-00056508,2015-01-12,Rear,,Boarded,BACK DOOR,Vacant,false,false,4339,W,VAN BUREN,ST,60624,1147529.28940614,1897669.49288715,24,11,26,41.87516261300141,-87.73379988036268,"(41.87516261300141, -87.73379988036268)"
42,47576,Vacant/Abandoned Building,15-00056710,2015-01-12,Front,,Open,FRONT DOOR,Vacant,false,false,7001,S,EAST END,AVE,60649,1188987.21020213,1858900.4668052,5,3,43,41.76788265109461,-87.58282820769954,"(41.76788265109461, -87.58282820769954)"
43,47577,Vacant/Abandoned Building,15-00059921,2015-01-13,Front,,Open,,Vacant,false,false,5147,S,WOOD,ST,60609,1165218.302986,1870559.60028369,16,9,61,41.80041289790117,-87.66962199827016,"(41.80041289790117, -87.66962199827016)"
44,47578,Vacant/Abandoned Building,15-00060178,2015-01-13,Front,,Open,FRONT AND SIDE BOARD WERE REMOVED,Vacant,true,true,3638,S,DR MARTIN LUTHER KING JR,DR,60653,1179455.10937292,1880924.36587488,4,2,35,41.82854114823882,-87.61709469245302,"(41.82854114823882, -87.61709469245302)"
45,47579,Vacant/Abandoned Building,15-00068355,2015-01-14,Front,,Open,,Vacant,false,true,13119,S,BUFFALO,AVE,60633,1200083.12927878,1818581.63931144,10,4,55,41.65697149795304,-87.54351314626571,"(41.65697149795304, -87.54351314626571)"
46,47580,Vacant/Abandoned Building,15-00069230,2015-01-14,Front,,Boarded,,Vacant,false,false,13117,S,BUFFALO,AVE,60633,1200083.02927878,1818595.03931144,10,4,55,41.657008271561416,-87.54351306289522,"(41.657008271561416, -87.54351306289522)"
47,47581,Vacant/Abandoned Building,15-00005341,2015-01-02,Front,,Open,,Vacant,false,false,2217,W,50TH,PL,60609,1162321.9599777,1871144.79002394,16,9,63,41.802079610367514,-87.68022752041603,"(41.802079610367514, -87.68022752041603)"
48,47582,Vacant/Abandoned Building,15-00013034,2015-01-04,Front,,Open,FRONT DOOR OPEN,Vacant,false,true,7925,S,RIDGELAND,AVE,60617,1189357.02992892,1852779.11479645,8,4,46,41.75107626582395,-87.58166872446313,"(41.75107626582395, -87.58166872446313)"
49,47583,Vacant/Abandoned Building,15-00030054,2015-01-07,Front,,Open,WAS SECURED WITH A PAD LOCK  BUT THE FRONT DOOR IS OPEN,Vacant,false,false,8811,S,WOOD,ST,60620,1165884.57547991,1846253.81262763,21,22,71,41.73370040744883,-87.66786820531313,"(41.73370040744883, -87.66786820531313)"
50,47584,Vacant/Abandoned Building,15-00031180,2015-01-07,Front,,Open,FRONT,Vacant,false,false,5427,S,BISHOP,ST,60609,1167589.10033174,1868754.35707505,16,9,61,41.795408538249994,-87.66097932290415,"(41.795408538249994, -87.66097932290415)"
51,47585,Vacant/Abandoned Building,15-00037306,2015-01-08,Front,,Open,FRONT,Vacant,true,false,5535,S,JUSTINE,ST,60636,1166954.88011891,1867930.78759696,16,7,67,41.793162154056255,-87.66332856378553,"(41.793162154056255, -87.66332856378553)"
52,47586,Vacant/Abandoned Building,15-00040647,2015-01-09,Front,,Open,FRONT,Vacant,false,false,6408,S,MORGAN,ST,60621,1170745.73673349,1862330.82938455,16,7,68,41.777713308170554,-87.64959119271684,"(41.777713308170554, -87.64959119271684)"
53,47587,Vacant/Abandoned Building,15-00041027,2015-01-09,Front,,Open,,Vacant,false,false,5134,S,MAY,ST,60609,1169522.49139202,1870760.02327798,16,9,61,41.80087059631149,-87.6538313949873,"(41.80087059631149, -87.6538313949873)"
54,47588,Vacant/Abandoned Building,15-00045547,2015-01-10,Front,,Open,,Vacant,false,false,5420,S,KIMBARK,AVE,60615,1185580.27797974,1869633.8575675,4,2,41,41.79741687823716,-87.59497815879323,"(41.79741687823716, -87.59497815879323)"
55,47589,Vacant/Abandoned Building,15-00050790,2015-01-12,Front,,Open,ALL SIDES AND WINDOWS OPEN,Vacant,false,true,10038,S,WENTWORTH,AVE,60628,1176713.26359819,1838384.68632117,9,5,49,41.711869875077404,-87.62843338009495,"(41.711869875077404, -87.62843338009495)"
56,47607,Vacant/Abandoned Building,15-00108662,2015-01-21,Front,,Open,,Vacant,false,false,1924,S,ALBANY,AVE,60623,1155991.89990253,1890467.25250551,24,10,29,41.85523248764532,-87.70292258701657,"(41.85523248764532, -87.70292258701657)"
57,47608,Vacant/Abandoned Building,15-00083507,2015-01-16,,,,,,,,1430,S,KEELER,AVE,60623,1148616.19671838,1892843.40127149,24,10,29,41.86189834125829,-87.72993370982206,"(41.86189834125829, -87.72993370982206)"
58,47609,Vacant/Abandoned Building,15-00053444,2015-01-12,Front,,Open,FRONT-SIDE AND REAR,Vacant,false,true,9223,S,HALSTED,ST,60620,1172597.46589276,1843687.59252011,21,22,73,41.72651328398734,-87.64335084949836,"(41.72651328398734, -87.64335084949836)"
59,47611,Vacant/Abandoned Building,15-00005211,2015-01-02,Rear,,Open,,Vacant,false,false,9901,S,NORMAL,AVE,60628,1174710.25992347,1839239.1930951,9,22,73,41.714259526397306,-87.63574353440536,"(41.714259526397306, -87.63574353440536)"
60,47612,Vacant/Abandoned Building,15-00016005,2015-01-05,Front,,Open,REAR DOOR,Vacant,false,true,135,E,103RD,PL,60628,1179103.73328105,1836380.93892362,9,5,49,41.70631728740579,-87.61973970674656,"(41.70631728740579, -87.61973970674656)"
61,47613,Vacant/Abandoned Building,15-00044524,2015-01-09,Front,,Open,FRONT AND REAR AND WINDOWS ALL OPEN,Vacant,false,true,1801,W,19TH,ST,60608,1164667.0059256,1890776.68070926,25,12,31,41.855902397289235,-87.6710722319968,"(41.855902397289235, -87.6710722319968)"
62,47614,Vacant/Abandoned Building,15-00048330,2015-01-11,Front,,Open,,Vacant,false,false,5337,W,MELROSE,ST,60641,1140212.41553206,1921090.35950488,38,16,15,41.93956927467596,-87.76009017607382,"(41.93956927467596, -87.76009017607382)"
63,47627,Vacant/Abandoned Building,15-00103556,2015-01-20,Front,,Open,FRONT AND BACK,Vacant,true,true,8830,S,OGLESBY,AVE,60617,1193378.80471371,1846894.08341485,8,4,48,41.734829874642664,-87.56712322894738,"(41.734829874642664, -87.56712322894738)"
64,47628,Vacant/Abandoned Building,15-00110848,2015-01-21,Front,,Open,1ST FLOOR,Vacant,false,true,6716,S,CARPENTER,ST,60621,1170470.37368199,1860279.92051327,17,7,68,41.77209136954497,-87.65066036072866,"(41.77209136954497, -87.65066036072866)"
65,47629,Vacant/Abandoned Building,15-00110861,2015-01-21,Front,,Open,1ST FLOOR,Vacant,false,true,6717,S,ABERDEEN,ST,60621,1170139.65632871,1860264.58662575,17,7,68,41.77205648877762,-87.65187311380627,"(41.77205648877762, -87.65187311380627)"
66,47630,Vacant/Abandoned Building,15-00110903,2015-01-21,Front,,Open,1ST FLOOR,Vacant,false,true,7042,S,MORGAN,ST,60621,1170860.7704899,1858127.7638728,17,7,68,41.76617707437296,-87.64929203074539,"(41.76617707437296, -87.64929203074539)"
67,47631,Vacant/Abandoned Building,15-00114931,2015-01-21,Front,,Open,FRONT DOORS,Vacant,false,true,1250,W,74TH,ST,60636,1169602.62066788,1855719.67243262,17,7,67,41.75959632588412,-87.65397330674543,"(41.75959632588412, -87.65397330674543)"
68,47632,Vacant/Abandoned Building,15-00078084,2015-01-15,Front,,Open,FRONT,Vacant,false,false,6419,S,MAY,ST,60621,1169753.81522643,1862230.5551779,16,7,68,41.77745972832669,-87.65323049600725,"(41.77745972832669, -87.65323049600725)"
69,47633,Vacant/Abandoned Building,15-00081420,2015-01-16,Front,,Open,FRONT DOORS AND BACK OF BLDG. WINDOWS ARE POPPING OUT OF THE FRAMES,Vacant,false,false,8236,S,HERMITAGE,AVE,60620,1166111.99498208,1850075.48249891,18,6,71,41.744182805146764,-87.66692663410036,"(41.744182805146764, -87.66692663410036)"
70,47634,Vacant/Abandoned Building,15-00084214,2015-01-16,Front,,Open,FRONT,Vacant,false,false,658,W,62ND,ST,60621,1172919.43245,1863777.57555,16,7,68,41.78163564076339,-87.64157974622559,"(41.78163564076339, -87.64157974622559)"
71,47635,Vacant/Abandoned Building,15-00085658,2015-01-16,Front,,Open,REAR DOOR,Vacant,false,true,6920,S,JUSTINE,ST,60636,1167198.58652028,1858836.32109268,17,7,67,41.76820058516994,-87.6626950042515,"(41.76820058516994, -87.6626950042515)"
72,47636,Vacant/Abandoned Building,15-00092621,2015-01-18,Front,,Open,FRONT DOOR,Vacant,false,true,7341,S,KINGSTON,AVE,60649,1194225.36771078,1856719.60398481,7,3,43,41.761771176153744,-87.56369986937683,"(41.761771176153744, -87.56369986937683)"
73,47637,Vacant/Abandoned Building,15-00041749,2015-01-09,Front,,Boarded,,Vacant,false,false,5418,S,KIMBARK,AVE,60615,1185579.77797974,1869655.3575675,4,2,41,41.79747588768042,-87.59497931512398,"(41.79747588768042, -87.59497931512398)"
74,47638,Vacant/Abandoned Building,15-00067046,2015-01-14,Front,,Open,FRONT AND BACK,Vacant,false,true,7941,S,EAST END,AVE,60617,1188978.09996931,1852686.21002721,8,4,46,41.75083040247633,-87.58306025938688,"(41.75083040247633, -87.58306025938688)"
75,47639,Vacant/Abandoned Building,15-00067298,2015-01-14,Front,,Open,FRONT DOOR,Vacant,false,true,7831,S,DAMEN,AVE,60620,1164388.6533881,1852722.4609278,18,6,71,41.751482952538275,-87.67316674863518,"(41.751482952538275, -87.67316674863518)"
76,47640,Vacant/Abandoned Building,15-00070767,2015-01-14,Front,,Open,,Vacant,false,false,7953,S,MANISTEE,AVE,60617,1195890.53737486,1852762.8479262,7,4,46,41.75087250325872,-87.5577277157913,"(41.75087250325872, -87.5577277157913)"
77,47641,Vacant/Abandoned Building,15-00073706,2015-01-14,Front,,Open,,Vacant,false,false,7322,S,LAFLIN,ST,60636,1167385.88832079,1856085.94537902,17,7,67,41.76064917999616,-87.66208712586193,"(41.76064917999616, -87.66208712586193)"
78,47642,Vacant/Abandoned Building,15-00073839,2015-01-14,Rear,,Open,REAR DOOR AND WINDOWS ARE OPEN,Vacant,false,true,8213,S,MARQUETTE,AVE,60617,1195597.25221047,1851034.75699521,7,4,46,41.7461377374613,-87.55885943108773,"(41.7461377374613, -87.55885943108773)"
79,47643,Vacant/Abandoned Building,15-00075074,2015-01-15,Front,,Open,2ND FLOOR REAR,Vacant,false,false,7336,S,ABERDEEN,ST,60621,1170252.52916804,1856160.25957969,17,7,68,41.76079124477406,-87.65157860755629,"(41.76079124477406, -87.65157860755629)"
80,47650,Vacant/Abandoned Building,15-00002865,2015-01-01,Garage,,Open,GARAGE DOOR,Vacant,false,false,9932,S,CHARLES,ST,60643,1167751.66417777,1838769.53151597,19,22,72,41.713122586668746,-87.66124215994316,"(41.713122586668746, -87.66124215994316)"
81,47651,Vacant/Abandoned Building,15-00004790,2015-01-02,Rear,,Boarded,1 WINDOW / REAR,Vacant,false,true,11115,S,EGGLESTON,AVE,60628,1175270.29016909,1831198.46557575,34,22,49,41.692182129302154,-87.6339316432056,"(41.692182129302154, -87.6339316432056)"
82,47652,Vacant/Abandoned Building,15-00024314,2015-01-06,Rear,,Open,WINDOWS ARE OPEN,Vacant,false,false,10642,S,EBERHART,AVE,60628,1181463.85558214,1834498.33262481,9,5,49,41.701097174204335,-87.61115493263759,"(41.701097174204335, -87.61115493263759)"
83,47669,Vacant/Abandoned Building,15-00055363,2015-01-12,Front,,Open,FRONT DOOR,Vacant,false,false,11324,S,TALMAN,AVE,60655,1160743.35989589,1829433.56521434,19,22,75,41.687650294031066,-87.68716562368074,"(41.687650294031066, -87.68716562368074)"
84,47672,Vacant/Abandoned Building,15-00001001,2015-01-01,Rear,,Open,REAR BASEMENT DOOR IS NOT SECURED,Vacant,false,false,6411,S,VERNON,AVE,60637,1180352.61798349,1862602.25301953,20,3,42,41.77824311555392,-87.61436414218112,"(41.77824311555392, -87.61436414218112)"
85,47673,Vacant/Abandoned Building,15-00037495,2015-01-08,Front,,Boarded,,Vacant,false,false,3424,W,OHIO,ST,60624,1153364.06507217,1903786.79219158,27,11,23,41.891835274049974,-87.71221422155311,"(41.891835274049974, -87.71221422155311)"
86,47686,Vacant/Abandoned Building,15-00120163,2015-01-22,Front,,Open,FRONT AND REAR,Vacant,false,true,4535,N,BEACON,ST,60640,1166343.97683021,1930230.30999914,46,19,3,41.96413002513502,-87.66378651578754,"(41.96413002513502, -87.66378651578754)"
87,47687,Vacant/Abandoned Building,15-00128819,2015-01-23,Front,,Open,FRONT  AND REAR,Vacant,true,false,5320,S,WELLS,ST,60609,1175507.86680129,1869691.18983161,3,9,37,41.79780567464124,-87.63191309034829,"(41.79780567464124, -87.63191309034829)"
88,47688,Vacant/Abandoned Building,15-00096276,2015-01-19,Front,,Open,,Vacant,false,false,1515,E,59TH,ST,60637,1187398.42047403,1866175.57441946,5,2,41,41.78788404140925,-87.58842076280297,"(41.78788404140925, -87.58842076280297)"
89,47689,Vacant/Abandoned Building,15-00104514,2015-01-20,Front,,Open,"FRONT, BACK AND WINDOWS",Vacant,false,false,4900,S,PAULINA,ST,60609,1165837.34432534,1872214.50710752,16,9,61,41.80494101704168,-87.6673047493809,"(41.80494101704168, -87.6673047493809)"
90,47690,Vacant/Abandoned Building,15-00108760,2015-01-21,Rear,,Open,REAR 2ND FLOOR,Vacant,false,true,2029,W,69TH,PL,60636,1164030.43231873,1858565.90010064,17,7,67,41.76752571320722,-87.67431541888693,"(41.76752571320722, -87.67431541888693)"
91,47691,Vacant/Abandoned Building,15-00109865,2015-01-21,Front,,Boarded,,Vacant,false,false,9739,S,OGLESBY,AVE,60617,1193705.13161237,1840633.48478873,7,4,51,41.71764223150865,-87.56613214796897,"(41.71764223150865, -87.56613214796897)"
92,47692,Vacant/Abandoned Building,15-00110505,2015-01-21,Front,,Open,REAR 1ST AND 2ND FLOOR,Vacant,false,false,6641,S,CARPENTER,ST,60621,1170456.65801834,1860775.46891347,17,7,68,41.773451513614454,-87.65069621960392,"(41.773451513614454, -87.65069621960392)"
93,47693,Vacant/Abandoned Building,15-00110549,2015-01-21,Front,,Open,1ST FLOOR REAR,Vacant,false,false,6802,S,CARPENTER,ST,60621,1170486.02038668,1859710.72441927,17,7,68,41.77052908475398,-87.65061956749919,"(41.77052908475398, -87.65061956749919)"
94,47694,Vacant/Abandoned Building,15-00110923,2015-01-21,Front,,Open,1ST FLOOR REAR,Vacant,false,true,7001,S,WOLCOTT,AVE,60636,1164896.6854912,1858246.05138153,17,7,67,41.76662974745719,-87.67114923991736,"(41.76662974745719, -87.67114923991736)"
95,47695,Vacant/Abandoned Building,15-00114703,2015-01-21,Front,,Boarded,FRONT,Vacant,false,true,7647,S,ST LAWRENCE,AVE,60619,1181558.89748339,1854434.85337864,6,6,69,41.755803185866945,-87.61019364341904,"(41.755803185866945, -87.61019364341904)"
96,47696,Vacant/Abandoned Building,15-00117250,2015-01-22,Front,,Open,,Vacant,false,false,5708,S,ELIZABETH,ST,60636,1168963.49111559,1866925.89517203,16,7,67,41.790361419219,-87.65599222712443,"(41.790361419219, -87.65599222712443)"
97,47697,Vacant/Abandoned Building,15-00118769,2015-01-22,Front,,Boarded,YES,Vacant,false,false,7936,S,MERRILL,AVE,60617,1191910.28408688,1852771.01548159,8,4,46,41.750992449307006,-87.57231275647729,"(41.750992449307006, -87.57231275647729)"
98,47698,Vacant/Abandoned Building,15-00075087,2015-01-15,Front,,Open,1ST FLOOR REAR,Vacant,false,false,7206,S,MAY,ST,60621,1169897.98981958,1857015.60058991,17,7,68,41.76314611361428,-87.65285321273515,"(41.76314611361428, -87.65285321273515)"
99,47699,Vacant/Abandoned Building,15-00079156,2015-01-15,Front,,Boarded,,Vacant,false,false,905,E,92ND,PL,60619,1183867.66997128,1843832.35998304,8,4,47,41.726655229939944,-87.60206280283684,"(41.726655229939944, -87.60206280283684)"
100,47700,Vacant/Abandoned Building,15-00079501,2015-01-15,Front,,Boarded,,Vacant,false,false,1424,E,70TH,ST,60637,1186993.33500612,1858867.42082562,5,3,43,41.767839479549195,-87.5901376064304,"(41.767839479549195, -87.5901376064304)"
101,47701,Vacant/Abandoned Building,15-00084130,2015-01-16,Front,,Open,,Vacant,false,true,7002,S,LOOMIS,BLVD,60636,1168207.28208019,1858320.76848475,17,7,67,41.76676420010252,-87.65901247009984,"(41.76676420010252, -87.65901247009984)"
