,index,SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
1923,49669,Vacant/Abandoned Building,15-01553623,2015-04-24,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,true,6735,S,BELL,AVE,60636,1162560.31308965,1859952.44189981,16,8,66,41.771361361502215,-87.67966544354739,"(41.771361361502215, -87.67966544354739)"
1924,49670,Vacant/Abandoned Building,15-01810934,2015-05-05,,,,,,,,8230,S,LAFLIN,ST,60620,1167767.56008819,1850159.14971115,21,6,71,41.74437705633845,-87.6608580627941,"(41.74437705633845, -87.6608580627941)"
1925,49671,Vacant/Abandoned Building,15-01864157,2015-05-07,Front,,Boarded,,Vacant,false,false,7230,S,YATES,BLVD,60649,1193461.1323773,1857483.07010405,7,3,43,41.76388491411107,-87.56647587252995,"(41.76388491411107, -87.56647587252995)"
1926,49672,Vacant/Abandoned Building,15-00806572,2015-03-18,Rear,,Boarded,NONE,Vacant,false,false,8817,S,PRINCETON,AVE,60620,1175703.70338094,1846468.27848877,21,6,49,41.734074964685476,-87.63188942447029,"(41.734074964685476, -87.63188942447029)"
1927,49673,Vacant/Abandoned Building,15-00962058,2015-03-27,Front,,Open,,Vacant,false,false,4047,N,ALBANY,AVE,60618,1154996.79838903,1926743.96320125,33,17,16,41.95479900418161,-87.70560069845295,"(41.95479900418161, -87.70560069845295)"
1928,49674,Vacant/Abandoned Building,15-01047704,2015-03-31,Front,,Open,REAR DOOR,Vacant,false,true,8454,S,HALSTED,ST,60620,1172448.03078517,1848793.34220956,21,6,71,41.7405274461316,-87.64374839628078,"(41.7405274461316, -87.64374839628078)"
1929,49675,Vacant/Abandoned Building,15-01074831,2015-04-01,Garage,,Open,GARAGE,Vacant,false,true,8731,S,ABERDEEN,ST,60620,1170510.81061613,1846908.53538168,21,22,71,41.73539765301354,-87.65090092471192,"(41.73539765301354, -87.65090092471192)"
1930,49676,Vacant/Abandoned Building,15-01454167,2015-04-20,Rear,,Open,REAR,Vacant,false,false,8404,S,ABERDEEN,ST,60620,1170449.6626098,1849079.68059441,21,6,71,41.74135690717792,-87.65106188721504,"(41.74135690717792, -87.65106188721504)"
1931,49677,Vacant/Abandoned Building,15-00279051,2015-02-13,Front,,Open,FRONT-REAR,Vacant,false,false,8407,S,ADA,ST,60620,1168793.45768698,1849013.80178488,21,6,71,41.74121199908791,-87.65713202882311,"(41.74121199908791, -87.65713202882311)"
1932,49681,Vacant/Abandoned Building,15-03369574,2015-07-13,Front,,Open,,Vacant,false,false,4023,W,FIFTH,AVE,60624,1149667.41148078,1896837.57388998,24,11,26,41.87283848131432,-87.72597110069904,"(41.87283848131432, -87.72597110069904)"
1933,49682,Vacant/Abandoned Building,15-03152968,2015-07-02,Front,,Boarded,NONE,Vacant,false,false,7314,S,ABERDEEN,ST,60621,1170248.42916804,1856307.75957969,17,7,68,41.76119609285963,-87.65158934993829,"(41.76119609285963, -87.65158934993829)"
1934,49683,Vacant/Abandoned Building,15-03214144,2015-07-05,Front,,Open,,Vacant,false,false,7418,S,PEORIA,ST,60621,1171592.42748295,1855576.31551794,17,7,68,41.75915958368111,-87.64668490246507,"(41.75915958368111, -87.64668490246507)"
1935,49684,Vacant/Abandoned Building,15-03226473,2015-07-06,Front,,Open,BACK DOOR,Vacant,false,true,7929,S,LOOMIS,BLVD,60620,1168375.860425,1852129.786525,21,6,71,41.74977169080606,-87.65857255381306,"(41.74977169080606, -87.65857255381306)"
1936,49685,Vacant/Abandoned Building,15-03122510,2015-07-01,Front,,Open,"REAR GARAGE WIDE OPEN,",Vacant,false,true,7318,S,WOLCOTT,AVE,60636,1164954.10512185,1856144.56176699,17,7,67,41.76086175699826,-87.67099808546182,"(41.76086175699826, -87.67099808546182)"
1937,49686,Vacant/Abandoned Building,15-03142930,2015-07-02,Front,,Boarded,,Vacant,false,true,4023,W,FIFTH,AVE,60624,1149667.41148078,1896837.57388998,24,11,26,41.87283848131432,-87.72597110069904,"(41.87283848131432, -87.72597110069904)"
1938,49687,Vacant/Abandoned Building,15-03065380,2015-06-29,Front,,Open,BACK DOOR,Vacant,true,true,7837,S,LAFLIN,ST,60620,1167475.81292359,1852759.30558525,17,6,71,41.75151850060358,-87.66185271020738,"(41.75151850060358, -87.66185271020738)"
1939,49688,Vacant/Abandoned Building,15-03065392,2015-06-29,Front,,Open,BACK DOOR,Vacant,true,true,7827,S,LAFLIN,ST,60620,1167474.01292359,1852826.30558525,17,6,71,41.75170239643819,-87.6618573901998,"(41.75170239643819, -87.6618573901998)"
1940,49689,Vacant/Abandoned Building,15-03065406,2015-06-29,Front,,Open,BACK DOOR,Vacant,false,true,1403,W,73RD,ST,60636,1168230.47312272,1856345.70829985,17,7,67,41.76134387730149,-87.65898422021836,"(41.76134387730149, -87.65898422021836)"
1941,49690,Vacant/Abandoned Building,15-03095389,2015-06-30,Rear,,Open,"WINDOWS,  REAR",Vacant,false,true,7315,S,MAY,ST,60621,1169918.56261758,1856292.00437908,17,7,68,41.761160026078485,-87.65279879134661,"(41.761160026078485, -87.65279879134661)"
1942,49691,Vacant/Abandoned Building,15-02980010,2015-06-25,,,,,,,,7925,S,MARSHFIELD,AVE,60620,1166721.29195,1852103.98545,21,6,71,41.74973633588209,-87.66463633867066,"(41.74973633588209, -87.66463633867066)"
1943,49692,Vacant/Abandoned Building,15-02925726,2015-06-23,Garage,,Boarded,,Vacant,false,false,8053,S,THROOP,ST,60620,1169059.6098243,1851368.25513047,21,6,71,41.74766720274008,-87.65608896987953,"(41.74766720274008, -87.65608896987953)"
1944,49693,Vacant/Abandoned Building,15-02734829,2015-06-15,Rear,,Open,REAR,Vacant,false,true,7508,S,HONORE,ST,60620,1165319.02246763,1854850.13227614,17,6,71,41.75730194409173,-87.66969723763597,"(41.75730194409173, -87.66969723763597)"
1945,49694,Vacant/Abandoned Building,15-02803984,2015-06-18,Garage,,Open,GARAGE,Vacant,false,true,419,W,80TH,ST,60620,1174828.92892956,1851880.90099302,17,6,44,41.74894741293542,-87.63493324523334,"(41.74894741293542, -87.63493324523334)"
1946,49695,Vacant/Abandoned Building,15-02808433,2015-06-18,Rear,,Boarded,REAR BACKYARD,Vacant,false,true,1230,W,73RD,ST,60636,1169311.889925,1856375.527175,17,7,67,41.761402372379116,-87.65501987612426,"(41.761402372379116, -87.65501987612426)"
1947,49696,Vacant/Abandoned Building,15-02837456,2015-06-19,Front,,Open,FRONT,Vacant,false,true,2217,W,50TH,PL,60609,1162321.9599777,1871144.79002394,15,9,63,41.802079610367514,-87.68022752041603,"(41.802079610367514, -87.68022752041603)"
1948,49697,Vacant/Abandoned Building,15-02860873,2015-06-20,Front,,Open,DOORS,Vacant,false,true,7430,S,SANGAMON,ST,60621,1171259.76893219,1855615.9022665,17,7,68,41.759275494634515,-87.64790292414786,"(41.759275494634515, -87.64790292414786)"
1949,49698,Vacant/Abandoned Building,15-02644425,2015-06-11,,,,,,,,1223,W,73RD,PL,60636,1169389.43349488,1856046.48998678,17,7,67,41.76049777325527,-87.65474518544916,"(41.76049777325527, -87.65474518544916)"
1950,49699,Vacant/Abandoned Building,15-02647745,2015-06-11,Rear,,Open,REAR  BACK DOOR OPEN,Vacant,false,true,8112,S,MAY,ST,60620,1170063.35251246,1851006.97749826,21,6,71,41.74665406968148,-87.65242142853317,"(41.74665406968148, -87.65242142853317)"
1951,49700,Vacant/Abandoned Building,15-02439271,2015-06-03,Garage,,Open,ALL OVER,Vacant,false,true,8117,S,PERRY,AVE,60620,1177019.69961421,1851169.86699528,21,6,44,41.74694717288878,-87.62692686994004,"(41.74694717288878, -87.62692686994004)"
1952,49701,Vacant/Abandoned Building,15-02262060,2015-05-26,Rear,,Open,OPEN,Vacant,false,false,1214,W,74TH,PL,60636,1169487.20002994,1855383.30998505,17,7,67,41.75867580385948,-87.65440605047706,"(41.75867580385948, -87.65440605047706)"
1953,49702,Vacant/Abandoned Building,15-02279937,2015-05-27,Front,,Open,WINDOWS ON THE BACK,Vacant,false,false,7709,S,WOOD,ST,60620,1165687.98098417,1853565.46910505,17,6,71,41.753768829757036,-87.66838144508964,"(41.753768829757036, -87.66838144508964)"
1954,49703,Vacant/Abandoned Building,15-02280845,2015-05-27,Garage,,Open,,Vacant,false,false,8434,S,WOOD,ST,60620,1165817.34739203,1848753.45218518,21,6,71,41.74056121698962,-87.66804370683114,"(41.74056121698962, -87.66804370683114)"
1955,49704,Vacant/Abandoned Building,15-02282072,2015-05-27,,,,,,,,7538,S,WOLCOTT,AVE,60620,1164995.25980791,1854656.52237677,17,6,71,41.75677749870202,-87.67088924741293,"(41.75677749870202, -87.67088924741293)"
1956,49705,Vacant/Abandoned Building,15-02285268,2015-05-27,Front,,Open,FRONT,Vacant,false,false,7934,S,LOWE,AVE,60620,1173344.76387504,1852277.37193226,17,6,71,41.75006830903179,-87.6403600661746,"(41.75006830903179, -87.6403600661746)"
1957,49706,Vacant/Abandoned Building,15-02295861,2015-05-27,Garage,,Open,GARAGE,Vacant,false,true,8116,S,GREEN,ST,60620,1172049.97722631,1851034.06077447,21,6,71,41.746685019303015,-87.64514116394788,"(41.746685019303015, -87.64514116394788)"
1958,49707,Vacant/Abandoned Building,15-02150795,2015-05-21,Garage,,Boarded,GARAGE,Vacant,false,false,7739,S,DAMEN,AVE,60620,1164370.40057311,1853332.57096702,17,6,71,41.75315756700251,-87.67321648287248,"(41.75315756700251, -87.67321648287248)"
1959,49708,Vacant/Abandoned Building,15-01922561,2015-05-12,,,,,,,,8029,S,LOOMIS,BLVD,60620,1168393.19309494,1851511.12691413,21,6,71,41.74807363044302,-87.65852681914009,"(41.74807363044302, -87.65852681914009)"
1960,49709,Vacant/Abandoned Building,15-01979424,2015-05-14,Front,,Open,REAR DOOR,Vacant,false,true,7949,S,THROOP,ST,60620,1169041.07865,1852027.758625,21,6,71,41.749477370787254,-87.65613785397736,"(41.749477370787254, -87.65613785397736)"
1961,49710,Vacant/Abandoned Building,15-01983368,2015-05-14,Rear,,Open,REAR PORCH,Vacant,false,true,5443,W,DIVISION,ST,60651,1139731.44381665,1907461.81411205,37,15,25,41.90217986490332,-87.76219151373655,"(41.90217986490332, -87.76219151373655)"
1962,49711,Vacant/Abandoned Building,15-01684545,2015-04-29,Front,,Open,ALL,Vacant,false,false,8036,S,ELIZABETH,ST,60620,1169387.3535769,1851490.98929619,21,6,71,41.747996916947194,-87.65488447093459,"(41.747996916947194, -87.65488447093459)"
1963,49712,Vacant/Abandoned Building,15-01684546,2015-04-29,Front,,Open,ALL,Vacant,false,false,8031,S,ELIZABETH,ST,60620,1169386.4535769,1851524.48929619,21,6,71,41.74808886498845,-87.65488680092089,"(41.74808886498845, -87.65488680092089)"
1964,49713,Vacant/Abandoned Building,15-01793941,2015-05-04,Front,,Open,"OPEN FRONT LEFT WINDOW PARTIALLY, REAR GARAGE WINDOW OPEN",Vacant,false,true,2904,N,NAGLE,AVE,60634,1132913.47581058,1918608.31247393,36,25,19,41.932889055826244,-87.78697451329641,"(41.932889055826244, -87.78697451329641)"
1965,49714,Vacant/Abandoned Building,15-01813125,2015-05-05,Front,,Open,FRONT,Vacant,false,true,7941,S,UNION,AVE,60620,1173012.14701552,1852222.13957817,17,6,71,41.74992408918181,-87.64158054464394,"(41.74992408918181, -87.64158054464394)"
1966,49715,Vacant/Abandoned Building,15-01813576,2015-05-05,Front,,Open,,Vacant,false,true,7945,S,UNION,AVE,60620,1173012.94701552,1852195.33957817,17,6,71,41.74985052890606,-87.64157840267004,"(41.74985052890606, -87.64157840267004)"
1967,49716,Vacant/Abandoned Building,15-01898361,2015-05-10,Front,,Open,FRONT & REAR,Vacant,false,false,8148,S,LAFAYETTE,AVE,60620,1177354.73681302,1850972.49989166,21,6,44,41.746398019481,-87.62570516044578,"(41.746398019481, -87.62570516044578)"
1968,49717,Vacant/Abandoned Building,15-01903443,2015-05-11,Front,,Boarded,,Vacant,false,false,8129,S,PRINCETON,AVE,60620,1175698.32591826,1851079.05510598,21,6,44,41.74672764014774,-87.63177141895233,"(41.74672764014774, -87.63177141895233)"
1969,49718,Vacant/Abandoned Building,15-01506116,2015-04-22,Front,,Open,,Vacant,false,false,8027,S,MORGAN,ST,60620,1171040.0396004,1851596.81921686,21,6,71,41.74825140926818,-87.64882541630126,"(41.74825140926818, -87.64882541630126)"
1970,49719,Vacant/Abandoned Building,15-01637421,2015-04-28,,,,,,,,7704,S,HONORE,ST,60620,1165356.74467208,1853591.02190747,17,6,71,41.75384596909221,-87.66959459174231,"(41.75384596909221, -87.66959459174231)"
1971,49720,Vacant/Abandoned Building,15-00944811,2015-03-26,Front,,Open,,Vacant,false,false,8126,S,WENTWORTH,AVE,60620,1176348.17297206,1851113.81407256,21,6,44,41.746808458834145,-87.62938918696557,"(41.746808458834145, -87.62938918696557)"
1972,49721,Vacant/Abandoned Building,15-03395270,2015-07-14,Front,,Open,,Vacant,false,false,4033,W,MONROE,ST,60624,1149518.09601598,1899355.72220854,28,11,26,41.87975146385296,-87.72645394042026,"(41.87975146385296, -87.72645394042026)"
1973,49722,Vacant/Abandoned Building,15-03395464,2015-07-14,Front,,Open,,Vacant,false,false,4137,W,WILCOX,ST,60624,1148833.51660535,1899014.59502117,28,11,26,41.878828628387055,-87.72897646301973,"(41.878828628387055, -87.72897646301973)"
1974,49723,Vacant/Abandoned Building,15-03368784,2015-07-13,Front,,Boarded,,Vacant,false,false,7700,S,LANGLEY,AVE,60619,1182228.09227634,1854108.03602512,6,6,69,41.75489090295136,-87.6077513262493,"(41.75489090295136, -87.6077513262493)"
1975,49724,Vacant/Abandoned Building,15-03324819,2015-07-10,Front,,Open,REAR,Vacant,true,false,4031,W,MONROE,ST,60624,1149531.49601598,1899356.02220854,28,11,26,41.87975202706048,-87.7264047292829,"(41.87975202706048, -87.7264047292829)"
1976,49725,Vacant/Abandoned Building,15-03326144,2015-07-10,Front,,Open,FRONT AND REAR,Vacant,false,true,4134,W,CULLERTON,ST,60623,1149133.29992784,1890100.65209668,24,10,29,41.85436191168194,-87.7281064613415,"(41.85436191168194, -87.7281064613415)"
1977,49726,Vacant/Abandoned Building,15-03235506,2015-07-06,Front,,Open,SIDE,Vacant,false,true,2241,W,50TH,PL,60609,1162195.6599777,1871141.69002394,15,9,63,41.802073736102116,-87.68069080208176,"(41.802073736102116, -87.68069080208176)"
1978,49727,Vacant/Abandoned Building,15-03167474,2015-07-03,Garage,,Open,REAR,Vacant,false,false,608,E,89TH,PL,60619,1181858.53938974,1845768.89942051,6,6,44,41.732015925078045,-87.60936272953656,"(41.732015925078045, -87.60936272953656)"
1979,49728,Vacant/Abandoned Building,15-03139743,2015-07-02,Front,,Open,GARAGE -WINDOWS AND REAR,Vacant,false,true,7704,S,ST LAWRENCE,AVE,60619,1181568.5989202,1854059.16151953,6,6,69,41.75477202356916,-87.61016966344621,"(41.75477202356916, -87.61016966344621)"
1980,49729,Vacant/Abandoned Building,15-03146400,2015-07-02,Rear,,Open,,Occupied,false,false,6840,S,CAMPBELL,AVE,60629,1160888.53190383,1859218.72907073,17,8,66,41.76938265251911,-87.68581389700162,"(41.76938265251911, -87.68581389700162)"
1981,49730,Vacant/Abandoned Building,15-03023426,2015-06-27,Garage,,Open,BEING USED BY SQUATTERS,Vacant,false,true,8215,S,EBERHART,AVE,60619,1181004.21011641,1850639.43561917,6,6,44,41.74540091783586,-87.61234298036696,"(41.74540091783586, -87.61234298036696)"
1982,49731,Vacant/Abandoned Building,15-03072694,2015-06-29,Front,,Open,,Vacant,false,false,3435,W,GRENSHAW,ST,60624,1153641.67477431,1894845.48012588,24,11,29,41.86729386448047,-87.71143262761471,"(41.86729386448047, -87.71143262761471)"
1983,49732,Vacant/Abandoned Building,15-02932493,2015-06-23,Rear,,Open,REAR AND GARAGE IS OPEN,Vacant,false,true,4441,S,CAMPBELL,AVE,60632,1160433.32582632,1875143.87847631,15,9,58,41.8130927824069,-87.68704365557471,"(41.8130927824069, -87.68704365557471)"
1984,49733,Vacant/Abandoned Building,15-02951009,2015-06-24,Rear,,Boarded,USED AS DUMPING GROUND,Vacant,false,false,8054,S,PRAIRIE,AVE,60619,1179430.81009948,1851661.19889044,6,6,44,41.74824078630194,-87.61807702544043,"(41.74824078630194, -87.61807702544043)"
1985,49734,Vacant/Abandoned Building,15-02951012,2015-06-24,Rear,,Boarded,USED AS DUMPING GROUND,Vacant,false,false,8050,S,PRAIRIE,AVE,60619,1179420.51372117,1852023.55309231,6,6,44,41.74923536260573,-87.61810371738613,"(41.74923536260573, -87.61810371738613)"
1986,49735,Vacant/Abandoned Building,15-02837062,2015-06-19,Front,,Open,FRONT,Vacant,false,true,2438,W,48TH,ST,60632,1160922.5410734,1872786.72997241,15,9,58,41.806614365288354,-87.68531438239049,"(41.806614365288354, -87.68531438239049)"
1987,49736,Vacant/Abandoned Building,15-02837330,2015-06-19,Front,,Open,FRONT,Vacant,false,true,2212,W,50TH,PL,60609,1162348.2599777,1871145.39002394,15,9,63,41.80208070842584,-87.68013105051485,"(41.80208070842584, -87.68013105051485)"
1988,49737,Vacant/Abandoned Building,15-02849101,2015-06-20,Front,,Open,SIDE DOOR WIDE OPEN,Vacant,false,false,12242,S,NORMAL,AVE,60628,1175178.26452185,1823719.47859625,34,5,53,41.671660670724066,-87.63449066531648,"(41.671660670724066, -87.63449066531648)"
1989,49738,Vacant/Abandoned Building,15-02893684,2015-06-22,Rear,,Open,"REAR, 2ND FLOOR",Vacant,false,true,7944,S,EBERHART,AVE,60619,1180951.77917283,1852441.58411841,6,6,44,41.75034741979887,-87.6124797738744,"(41.75034741979887, -87.6124797738744)"
1990,49739,Vacant/Abandoned Building,15-02922231,2015-06-23,Front,,Boarded,,Vacant,false,false,7647,S,ST LAWRENCE,AVE,60619,1181558.89748339,1854434.85337864,6,6,69,41.755803185866945,-87.61019364341904,"(41.755803185866945, -87.61019364341904)"
1991,49740,Vacant/Abandoned Building,15-02691268,2015-06-13,Garage,,Open,FRONT/REAR DOORS/WINDOWS AND GARAGE,Vacant,false,true,6110,S,KOSTNER,AVE,60629,1148085.84868273,1863725.50187522,13,8,65,41.782004891183846,-87.73262784505904,"(41.782004891183846, -87.73262784505904)"
1992,49741,Vacant/Abandoned Building,15-02494077,2015-06-05,Front,,Open,FRONT AND REAR,Vacant,false,false,652,E,87TH,PL,60619,1182116.6823132,1847107.87428191,6,6,44,41.73568426491167,-87.60837573752814,"(41.73568426491167, -87.60837573752814)"
1993,49742,Vacant/Abandoned Building,15-02525542,2015-06-06,Rear,,Boarded,FRONT DOOR IS STILL BOARDED UP AND PEOPLE ARE GOING INSIDE FROM THE REAR,Vacant,false,true,7403,S,LANGLEY,AVE,60619,1182175.28032522,1856081.33362839,6,3,69,41.76030705918426,-87.60788388357562,"(41.76030705918426, -87.60788388357562)"
1994,49743,Vacant/Abandoned Building,15-02570057,2015-06-08,Front,,Open,HOUSE AND GARAGE,Vacant,false,true,4403,S,MOZART,ST,60632,1158100.11269059,1875331.31301036,15,9,58,41.813654959771725,-87.69559691650524,"(41.813654959771725, -87.69559691650524)"
1995,49744,Vacant/Abandoned Building,15-02635043,2015-06-11,Front,,Boarded,,Vacant,false,false,6134,S,TRIPP,AVE,60629,1149090.18161377,1863585.83993047,13,8,65,41.78160232389896,-87.72894924599024,"(41.78160232389896, -87.72894924599024)"
1996,49745,Vacant/Abandoned Building,15-02332424,2015-05-29,Front,,Open,ALL AROUND,Vacant,false,true,6226,S,HERMITAGE,AVE,60636,1165745.29617934,1863401.84597787,15,7,67,41.78075995548719,-87.667892523268,"(41.78075995548719, -87.667892523268)"
1997,49746,Vacant/Abandoned Building,15-02439181,2015-06-03,Rear,,Open,,Vacant,false,true,2248,W,50TH,ST,60609,1162180.87998989,1871476.65999536,15,9,63,41.8029932434008,-87.68073567932522,"(41.8029932434008, -87.68073567932522)"
1998,49747,Vacant/Abandoned Building,15-02153225,2015-05-21,Front,,Open,FRONT,Vacant,false,true,8548,S,RHODES,AVE,60619,1181288.95786619,1848426.17270218,6,6,44,41.739320921263996,-87.61136766281643,"(41.739320921263996, -87.61136766281643)"
1999,49748,Vacant/Abandoned Building,15-02159845,2015-05-21,,,,,,,,4200,S,ALBANY,AVE,60632,1156381.65757438,1876623.31241271,15,9,58,41.817235196747575,-87.70186554876521,"(41.817235196747575, -87.70186554876521)"
2000,49749,Vacant/Abandoned Building,15-01962235,2015-05-13,Front,,Boarded,,Vacant,false,true,2828,W,WILCOX,ST,60612,1157558.24660457,1899229.68809354,27,11,27,41.87924580756126,-87.69693492897599,"(41.87924580756126, -87.69693492897599)"
2001,49750,Vacant/Abandoned Building,15-02058628,2015-05-17,Front,,Open,WINDOWS,Vacant,false,false,439,W,110TH,PL,60628,1175122.025311,1831627.71102006,34,22,49,41.6933633458849,-87.63446171070721,"(41.6933633458849, -87.63446171070721)"
2002,49751,Vacant/Abandoned Building,15-02067139,2015-05-18,Garage,,Open,BACK,Vacant,false,true,7628,S,EBERHART,AVE,60619,1180895.74061644,1854541.7892152,6,6,69,41.75611189992663,-87.61262065335266,"(41.75611189992663, -87.61262065335266)"
2003,49752,Vacant/Abandoned Building,15-02114541,2015-05-19,Front,,Open,,Vacant,false,true,20,W,108TH,PL,60628,1178050.38996633,1833026.32001666,34,5,49,41.69713563005776,-87.6236981984068,"(41.69713563005776, -87.6236981984068)"
2004,49753,Vacant/Abandoned Building,15-02115482,2015-05-19,Front,,Open,WINDOWS IS OPEN BUT THE DOOR IS BOARDED,Vacant,false,false,10527,S,LA SALLE,ST,60628,1177138.62003441,1835136.87000955,34,5,49,41.70294784751905,-87.62697318523408,"(41.70294784751905, -87.62697318523408)"
2005,49754,Vacant/Abandoned Building,15-01796427,2015-05-04,Rear,,Open,REAR,Vacant,false,false,7811,S,CALUMET,AVE,60619,1179826.73941601,1853293.14442291,6,6,69,41.75270998821437,-87.61657640261946,"(41.75270998821437, -87.61657640261946)"
2006,49755,Vacant/Abandoned Building,15-01815862,2015-05-05,Front,,Open,,Vacant,false,false,4037,W,ADAMS,ST,60624,1149511.85087361,1898705.73651822,28,11,26,41.87796795137698,-87.72649374715542,"(41.87796795137698, -87.72649374715542)"
2007,49756,Vacant/Abandoned Building,15-01900784,2015-05-11,Front,,Open,REAR DOOR,Vacant,false,true,3915,W,FLOURNOY,ST,60624,1150390.50512576,1896742.31906986,24,11,26,41.87256302029175,-87.72331875192523,"(41.87256302029175, -87.72331875192523)"
2008,49757,Vacant/Abandoned Building,15-01413156,2015-04-18,Front,,Open,FRONT AND REAR,Vacant,false,true,2840,W,FULTON,ST,60612,1157404.23526808,1901881.45457407,27,12,27,41.886525639495105,-87.69742828539997,"(41.886525639495105, -87.69742828539997)"
2009,49758,Vacant/Abandoned Building,15-01455340,2015-04-20,,,,,,,,4210,W,CULLERTON,ST,60623,1148629.02231319,1890087.52199983,24,10,29,41.85433561978119,-87.7299577212767,"(41.85433561978119, -87.7299577212767)"
2010,49759,Vacant/Abandoned Building,15-00573756,2015-03-07,Front,,Open,,Vacant,false,true,4855,S,WOLCOTT,AVE,60609,1164504.75219438,1872481.85192856,15,9,61,41.80570287591337,-87.67218459189655,"(41.80570287591337, -87.67218459189655)"
2011,49760,Vacant/Abandoned Building,15-03272280,2015-07-08,Front,,Open,SIDE AND REAR,Vacant,false,false,6956,S,THROOP,ST,60636,1168860.08679084,1858640.73691586,6,7,67,41.76762816554991,-87.65661045732773,"(41.76762816554991, -87.65661045732773)"
2012,49761,Vacant/Abandoned Building,15-03298237,2015-07-09,Front,,Boarded,,Vacant,false,false,363,E,75TH,ST,60619,1179933.89181477,1855363.76262918,6,6,69,41.75838954230179,-87.6161204783079,"(41.75838954230179, -87.6161204783079)"
2013,49762,Vacant/Abandoned Building,15-03307399,2015-07-09,Front,,Open,,Vacant,false,false,6918,S,CARPENTER,ST,60621,1170507.43653253,1858941.33928437,6,7,68,41.768417330310555,-87.65056345288178,"(41.768417330310555, -87.65056345288178)"
2014,49763,Vacant/Abandoned Building,15-03169864,2015-07-03,Front,,Open,BOTH REAR AND FRONT DOOR,Vacant,false,true,3445,W,66TH,PL,60629,1154572.72549279,1860312.78361449,23,8,66,41.772513055901626,-87.70893584089016,"(41.772513055901626, -87.70893584089016)"
2015,49764,Vacant/Abandoned Building,15-03093655,2015-06-30,Front,,Open,FRONT AND REAR.. DOORS. AND ALL THE WINDOWS HAVE BEEN REMOVED..,Vacant,false,true,935,W,MARQUETTE,RD,60621,1171116.14642935,1860405.03798892,6,7,68,41.77242061639393,-87.64828950529437,"(41.77242061639393, -87.64828950529437)"
2016,49765,Vacant/Abandoned Building,15-03098216,2015-06-30,Rear,,Boarded,NONE,Vacant,true,false,1412,W,71ST,ST,60636,1168096.80370696,1857667.22710799,6,7,67,41.76497317340201,-87.65943618479415,"(41.76497317340201, -87.65943618479415)"
2017,49766,Vacant/Abandoned Building,15-03099408,2015-06-30,,,,,,,,1410,W,71ST,ST,60636,1168118.10370696,1857667.82710799,6,7,67,41.76497436192329,-87.6593580968435,"(41.76497436192329, -87.6593580968435)"
2018,49767,Vacant/Abandoned Building,15-03111724,2015-07-01,Front,,Open,,Vacant,false,true,2623,W,LITHUANIAN PLAZA,CT,60629,1159984.23503277,1858796.05432188,17,8,66,41.76824140595976,-87.68914025949056,"(41.76824140595976, -87.68914025949056)"
2019,49768,Vacant/Abandoned Building,15-03116922,2015-07-01,Front,,Open,,Vacant,false,true,6538,S,CARPENTER,ST,60621,1170437.76743261,1861457.94791438,6,7,68,41.77532473027101,-87.6507456110527,"(41.77532473027101, -87.6507456110527)"
2020,49769,Vacant/Abandoned Building,15-03144907,2015-07-02,Rear,,Open,REAR & BASEMENT DOORS,Vacant,false,false,6632,S,PEORIA,ST,60621,1171448.58257434,1860862.6378847,6,7,68,41.7736690525776,-87.64705750639872,"(41.7736690525776, -87.64705750639872)"
2021,49770,Vacant/Abandoned Building,15-02948954,2015-06-24,Front,,Open,THE WINDOWS AND FRONT DOOR,Vacant,false,true,6617,S,CARPENTER,ST,60621,1170452.15801834,1860936.16891347,6,7,68,41.773892591985465,-87.65070803972385,"(41.773892591985465, -87.65070803972385)"
2022,49771,Vacant/Abandoned Building,15-02979346,2015-06-25,Front,,Boarded,,Vacant,false,false,6918,S,MORGAN,ST,60621,1170838.77992814,1858950.57189004,6,7,68,41.76843544145048,-87.64934865095309,"(41.76843544145048, -87.64934865095309)"
2023,49772,Vacant/Abandoned Building,15-02774782,2015-06-17,,,,,,,,2019,W,68TH,PL,60636,1164080.56597242,1859231.19990573,16,7,67,41.769350333025194,-87.67411296588125,"(41.769350333025194, -87.67411296588125)"
2024,49773,Vacant/Abandoned Building,15-02783202,2015-06-17,Front,,Open,FRONT AND REAR,Vacant,false,true,6801,S,UNION,AVE,60621,1172911.10249382,1859786.14881093,6,7,68,41.77068288949372,-87.64172797141045,"(41.77068288949372, -87.64172797141045)"
